departure_area_code,departure_terminal_code,departure_terminal_name,arrival_area_code,arrival_terminal_code,arrival_terminal_name
03,1242001,가평,03,1045001,고양(백석)
03,1242001,가평,03,1050001,고양(화정)
03,1242001,가평,03,1223501,금곡(남양주)
03,1242001,가평,01,0750501,김포공항
03,1242001,가평,03,1225901,도농역
03,1242001,가평,01,0511601,동서울
03,1242001,가평,03,1246501,설악
03,1242001,가평,03,1658501,수원터미널
03,1242001,가평,03,1529901,안산터미널
03,1242001,가평,03,1624001,우만동
03,1242001,가평,01,2238201,인천공항1터미널
03,1242001,가평,01,2238202,인천공항2터미널
03,1242001,가평,08,3112001,천안
03,1242001,가평,03,1221701,평내
03,1242001,가평,03,1791901,평택
02,2473401,간성,02,2551901,강릉시외터미널
02,2473401,간성,02,2472501,거진
02,2473401,간성,02,2465801,군단앞
02,2473401,간성,02,2500701,낙산
02,2473401,간성,02,2460601,남교
02,2473401,간성,02,2570801,대진
02,2473401,간성,01,4124601,동대구
02,2473401,간성,01,0511601,동서울
02,2473401,간성,02,2573501,동해
02,2473401,간성,02,2516001,두촌
02,2473401,간성,02,2500001,물치
02,2473401,간성,02,2460501,백담사
02,2473401,간성,01,4620401,부산동부
02,2473401,간성,02,2592901,삼척
02,2473401,간성,02,2515701,성산
02,2473401,간성,02,2482701,속초
02,2473401,간성,02,2504401,손양
02,2473401,간성,02,2464801,신남
02,2473401,간성,02,2544001,아산병원(강릉)
02,2473401,간성,02,2452401,양구
02,2473401,간성,02,2455401,양구정중앙
02,2473401,간성,02,2503101,양양
02,2473401,간성,05,3632601,울진
02,2473401,간성,02,2638201,원주
02,2473401,간성,02,2461201,원통
02,2473401,간성,01,3417501,유성시외
02,2473401,간성,02,2505301,인구
02,2473401,간성,02,2463501,인제
02,2473401,간성,02,2474101,장신
02,2473401,간성,07,5493301,전주시외터미널
02,2473401,간성,02,2541901,주문진
02,2473401,간성,02,2474201,진부령
02,2473401,간성,02,2476801,창바위
02,2473401,간성,02,2516401,철정
02,2473401,간성,02,2443501,춘천
02,2473401,간성,05,3776001,포항
02,2473401,간성,02,2504701,하조대
02,2473401,간성,02,2513501,홍천
02,2473401,간성,02,2523401,횡성
09,2761001,감곡,03,1136601,동두천
09,2761001,감곡,01,0511601,동서울
09,2761001,감곡,03,1454501,부천
09,2761001,감곡,01,0671801,서울남부
09,2761001,감곡,03,1529901,안산터미널
09,2761001,감곡,03,1400601,안양
09,2761001,감곡,03,1737301,이천
09,2761001,감곡,01,2224201,인천
09,2761001,감곡,09,2716501,제천
05,3645901,강구,02,2551901,강릉시외터미널
05,3645901,강구,05,3815701,경주시외
05,3645901,강구,05,3633601,구산
05,3645901,강구,02,2593601,근덕
05,3645901,강구,05,3634801,기성
05,3645901,강구,05,3770101,나루끝
05,3645901,강구,02,2500701,낙산
05,3645901,강구,05,3641901,도곡
05,3645901,강구,01,4124301,동대구(동양고속)
05,3645901,강구,01,0511601,동서울
05,3645901,강구,03,1658501,수원터미널
05,3645901,강구,03,1529901,안산터미널
05,3645901,강구,03,1813701,오산
05,3645901,강구,01,2224201,인천
05,3645901,강구,09,2839701,청주
05,3645901,강구,05,3776001,포항
02,2551901,강릉시외터미널,02,2564401,고단
02,2551901,강릉시외터미널,03,1275701,광주(경기)
02,2551901,강릉시외터미널,01,6193701,광주(유·스퀘어)
02,2551901,강릉시외터미널,03,1194401,구리
02,2551901,강릉시외터미널,05,3923301,구미
02,2551901,강릉시외터미널,07,5403701,군산
02,2551901,강릉시외터미널,03,1588001,군포
02,2551901,강릉시외터미널,01,0750501,김포공항
02,2551901,강릉시외터미널,02,2610101,나전
02,2551901,강릉시외터미널,02,2500701,낙산
02,2551901,강릉시외터미널,02,2505801,남애리
02,2551901,강릉시외터미널,01,4171101,대구북부
02,2551901,강릉시외터미널,06,5732602,대전
02,2551901,강릉시외터미널,01,3455101,대전복합
02,2551901,강릉시외터미널,01,4124601,동대구
02,2551901,강릉시외터미널,01,0511601,동서울
02,2551901,강릉시외터미널,02,2573501,동해
02,2551901,강릉시외터미널,04,5135601,마산
02,2551901,강릉시외터미널,01,4620401,부산동부
02,2551901,강릉시외터미널,03,1454501,부천
02,2551901,강릉시외터미널,02,2511601,북방
02,2551901,강릉시외터미널,02,2592901,삼척
02,2551901,강릉시외터미널,02,2564001,삽당령
02,2551901,강릉시외터미널,01,0215101,상봉
02,2551901,강릉시외터미널,02,2524801,새말
02,2551901,강릉시외터미널,03,1349701,성남
02,2551901,강릉시외터미널,02,2482701,속초
02,2551901,강릉시외터미널,03,1775601,송탄
02,2551901,강릉시외터미널,02,2564301,송현리
02,2551901,강릉시외터미널,03,1658501,수원터미널
02,2551901,강릉시외터미널,05,3663601,안동
02,2551901,강릉시외터미널,03,1529901,안산터미널
02,2551901,강릉시외터미널,03,1400601,안양
02,2551901,강릉시외터미널,02,2503101,양양
02,2551901,강릉시외터미널,03,1255901,양평
02,2551901,강릉시외터미널,02,2610601,여량
02,2551901,강릉시외터미널,03,1263101,여주
02,2551901,강릉시외터미널,05,3607801,영주
02,2551901,강릉시외터미널,03,1813701,오산
02,2551901,강릉시외터미널,02,2564101,왕산
02,2551901,강릉시외터미널,02,2460602,용두리
02,2551901,강릉시외터미널,03,1706301,용인
02,2551901,강릉시외터미널,03,1624001,우만동
02,2551901,강릉시외터미널,01,4472001,울산
02,2551901,강릉시외터미널,05,3632601,울진
02,2551901,강릉시외터미널,02,2638201,원주
02,2551901,강릉시외터미널,01,3417501,유성시외
02,2551901,강릉시외터미널,03,1174901,의정부
02,2551901,강릉시외터미널,03,1737301,이천
02,2551901,강릉시외터미널,07,5467401,익산
02,2551901,강릉시외터미널,02,2505301,인구
02,2551901,강릉시외터미널,01,2224201,인천
02,2551901,강릉시외터미널,01,2238201,인천공항1터미널
02,2551901,강릉시외터미널,01,2238202,인천공항2터미널
02,2551901,강릉시외터미널,02,2611001,임계
02,2551901,강릉시외터미널,07,5493301,전주시외터미널
02,2551901,강릉시외터미널,02,2613201,정선
02,2551901,강릉시외터미널,02,2541901,주문진
02,2551901,강릉시외터미널,04,5139301,창원
02,2551901,강릉시외터미널,08,3112001,천안
02,2551901,강릉시외터미널,09,2839701,청주
02,2551901,강릉시외터미널,09,2812001,청주북부터미널
02,2551901,강릉시외터미널,02,2443501,춘천
02,2551901,강릉시외터미널,09,2736001,충주
02,2551901,강릉시외터미널,03,1791901,평택
02,2551901,강릉시외터미널,05,3776001,포항
02,2551901,강릉시외터미널,02,2520002,풍수원
02,2551901,강릉시외터미널,03,1302301,하남BRT
02,2551901,강릉시외터미널,02,2610501,하늘공원
02,2551901,강릉시외터미널,02,2504701,하조대
02,2551901,강릉시외터미널,02,2470101,현내
02,2551901,강릉시외터미널,02,2513501,홍천
06,5923401,강진(전남),06,5912801,가교리
06,5923401,강진(전남),04,5213701,가례
06,5923401,강진(전남),06,5921204,갈동
06,5923401,강진(전남),06,5816404,강성리
06,5923401,강진(전남),06,5926301,강진 청자축제장
06,5923401,강진(전남),06,5920804,개산
06,5923401,강진(전남),06,5920003,경포대
06,5923401,강진(전남),06,5925802,계동
06,5923401,강진(전남),06,5924901,계라
06,5923401,강진(전남),06,5924303,계신
06,5923401,강진(전남),06,5926407,계치
06,5923401,강진(전남),06,5913003,고금석치
06,5923401,강진(전남),06,5912802,고금청룡
06,5923401,강진(전남),06,5913206,고금항동
06,5923401,강진(전남),06,5954001,고흥
06,5923401,강진(전남),06,5951101,과역
06,5923401,강진(전남),06,5775801,광양
06,5923401,강진(전남),01,6193701,광주(유·스퀘어)
06,5923401,강진(전남),06,5921704,교동
06,5923401,강진(전남),06,5921707,교동마을
06,5923401,강진(전남),06,5921805,교성
06,5923401,강진(전남),06,5926602,구곡
06,5923401,강진(전남),06,5924601,구성
06,5923401,강진(전남),06,5922407,군동.신기
06,5923401,강진(전남),06,5921202,군자리
06,5923401,강진(전남),06,5922405,금곡적천
06,5923401,강진(전남),06,5905301,금당
06,5923401,강진(전남),01,0012001,기본
06,5923401,강진(전남),06,5825501,나주
06,5923401,강진(전남),06,5920901,낙산
06,5923401,강진(전남),06,5926401,난산
06,5923401,강진(전남),06,5905403,남.오산
06,5923401,강진(전남),06,5856701,남악
06,5923401,강진(전남),06,5902301,남외
06,5923401,강진(전남),06,5905501,남창
06,5923401,강진(전남),06,5926601,남호
06,5923401,강진(전남),06,5913205,내동(완도)
06,5923401,강진(전남),06,5925404,논정
06,5923401,강진(전남),06,5924801,다산초당
06,5923401,강진(전남),06,5926103,단월
06,5923401,강진(전남),06,5926307,달마사
06,5923401,강진(전남),06,5913603,당목항
06,5923401,강진(전남),06,5920405,당산
06,5923401,강진(전남),06,5926306,당전
06,5923401,강진(전남),06,5715429,대곡
06,5923401,강진(전남),06,5926405,대구(강진)
06,5923401,강진(전남),06,5926410,대구항
06,5923401,강진(전남),06,5925403,대벌
06,5923401,강진(전남),06,5844303,대초지
06,5923401,강진(전남),06,5924201,덕남(전남)
06,5923401,강진(전남),06,5913202,덕동(고금)
06,5923401,강진(전남),06,5924902,덕서.계라
06,5923401,강진(전남),06,5913004,덕암
06,5923401,강진(전남),06,5964901,덕양
06,5923401,강진(전남),06,5924304,덕원목장
06,5923401,강진(전남),06,5925703,덕천.양산
06,5923401,강진(전남),06,5911001,도암
06,5923401,강진(전남),06,5925103,도암신기
06,5923401,강진(전남),06,5925105,도암신기마을
06,5923401,강진(전남),06,5924302,도영동
06,5923401,강진(전남),06,5925308,도용점입구
06,5923401,강진(전남),06,5843901,독천
06,5923401,강진(전남),06,5778701,동광양(중마)
06,5923401,강진(전남),06,5924608,동영
06,5923401,강진(전남),06,5905401,동해
06,5923401,강진(전남),06,5906502,땅끝
06,5923401,강진(전남),06,5926808,마량
06,5923401,강진(전남),06,5926804,마량삼거
06,5923401,강진(전남),06,5926805,마량연동
06,5923401,강진(전남),06,5926806,마량영동
06,5923401,강진(전남),04,5135601,마산
06,5923401,강진(전남),06,5924606,만년
06,5923401,강진(전남),06,5905302,만수입구
06,5923401,강진(전남),06,5925104,망호
06,5923401,강진(전남),06,5920403,명동
06,5923401,강진(전남),06,5914602,명사구시
06,5923401,강진(전남),06,5914601,명사십리
06,5923401,강진(전남),06,5925805,명주리
06,5923401,강진(전남),06,5926104,명주리삼흥
06,5923401,강진(전남),06,5925803,명주리송천
06,5923401,강진(전남),06,5926202,명주리중흥
06,5923401,강진(전남),06,5921203,명주리학동
06,5923401,강진(전남),06,5925804,목암
06,5923401,강진(전남),06,5864201,목포
06,5923401,강진(전남),06,5920101,무위사
06,5923401,강진(전남),06,5844201,묵동
06,5923401,강진(전남),06,5924301,박매
06,5923401,강진(전남),06,5921702,박산
06,5923401,강진(전남),06,5921706,박산마을
06,5923401,강진(전남),06,5924805,반계.마점
06,5923401,강진(전남),06,5930701,배산
06,5923401,강진(전남),06,5926604,백사
06,5923401,강진(전남),06,5925204,백용
06,5923401,강진(전남),06,5925306,백화
06,5923401,강진(전남),06,5925302,백화입구
06,5923401,강진(전남),06,5942301,벌교
06,5923401,강진(전남),06,5925402,벌정
06,5923401,강진(전남),06,5921401,병영
06,5923401,강진(전남),06,5924803,보당
06,5923401,강진(전남),06,5945801,보성
06,5923401,강진(전남),06,5715481,보전
06,5923401,강진(전남),06,5952402,봉덕
06,5923401,강진(전남),01,4696901,부산서부(사상)
06,5923401,강진(전남),03,1454501,부천
06,5923401,강진(전남),06,5921601,부흥
06,5923401,강진(전남),06,5954903,사동(전남)
06,5923401,강진(전남),06,5925406,사초.신
06,5923401,강진(전남),06,5925405,사초리송천
06,5923401,강진(전남),06,5925401,사초리어관
06,5923401,강진(전남),06,5925407,사초리용정
06,5923401,강진(전남),06,5906301,산정
06,5923401,강진(전남),06,5925201,삼인
06,5923401,강진(전남),06,5843401,삼호
06,5923401,강진(전남),06,5921001,상고
06,5923401,강진(전남),06,5926409,상분
06,5923401,강진(전남),06,5844301,상사(전남)
06,5923401,강진(전남),06,5920004,상월
06,5923401,강진(전남),06,5926305,상저
06,5923401,강진(전남),06,5924502,서산
06,5923401,강진(전남),06,5924501,서산
06,5923401,강진(전남),01,0671801,서울남부
06,5923401,강진(전남),06,5926803,서중
06,5923401,강진(전남),06,5922404,석문
06,5923401,강진(전남),06,5963301,석창(전남)
06,5923401,강진(전남),06,5925001,석천
06,5923401,강진(전남),06,5770801,섬진강
06,5923401,강진(전남),03,1349701,성남
06,5923401,강진(전남),06,5902103,성산(해남)
06,5923401,강진(전남),06,5920601,성전
06,5923401,강진(전남),06,5920303,성전고앞
06,5923401,강진(전남),06,5844202,성전군계
06,5923401,강진(전남),06,5920203,성전대월
06,5923401,강진(전남),06,5920304,성전수
06,5923401,강진(전남),06,5920402,성전용운
06,5923401,강진(전남),06,5920001,성전월남
06,5923401,강진(전남),06,5920202,성전월송
06,5923401,강진(전남),06,5920104,성전월하
06,5923401,강진(전남),06,5952604,세동
06,5923401,강진(전남),06,5925504,송산(강진)
06,5923401,강진(전남),06,5926408,송지(강진)
06,5923401,강진(전남),06,5906303,송지(해남)
06,5923401,강진(전남),06,5925102,송학(전남)
06,5923401,강진(전남),06,5906501,송호리
06,5923401,강진(전남),06,5920401,수암(전남)
06,5923401,강진(전남),06,5925206,수양마을
06,5923401,강진(전남),06,5926701,수인
06,5923401,강진(전남),06,5796001,순천
06,5923401,강진(전남),06,5800001,순천만박람회
06,5923401,강진(전남),06,5843807,신덕.황죽
06,5923401,강진(전남),06,5926807,신마량
06,5923401,강진(전남),06,5840101,신북(전남)
06,5923401,강진(전남),06,5925205,신수양
06,5923401,강진(전남),06,5923501,신안(전남)
06,5923401,강진(전남),06,5926102,신암
06,5923401,강진(전남),06,5976001,신월
06,5923401,강진(전남),06,5913201,신장(고금)
06,5923401,강진(전남),06,5925202,신전(전남)
06,5923401,강진(전남),06,5925203,신전초등
06,5923401,강진(전남),06,5843706,신풍
06,5923401,강진(전남),06,5843708,신풍1반
06,5923401,강진(전남),06,5843709,신풍2반
06,5923401,강진(전남),06,5920103,안운
06,5923401,강진(전남),06,5921602,야흥
06,5923401,강진(전남),06,5913401,약산
06,5923401,강진(전남),06,5751302,약천
06,5923401,강진(전남),06,5925303,어관입구
06,5923401,강진(전남),06,5925305,어관회관
06,5923401,강진(전남),06,5913602,어두리
06,5923401,강진(전남),06,5913403,여동
06,5923401,강진(전남),06,5971501,여수
06,5923401,강진(전남),06,5963501,여천
06,5923401,강진(전남),06,5920803,연동
06,5923401,강진(전남),04,5034701,영산(경남)
06,5923401,강진(전남),06,5827401,영산포
06,5923401,강진(전남),06,5925304,영수
06,5923401,강진(전남),06,5841101,영암
06,5923401,강진(전남),06,5933501,영전
06,5923401,강진(전남),06,5843705,영풍리
06,5923401,강진(전남),06,5926105,영풍회관
06,5923401,강진(전남),06,5943601,예당
06,5923401,강진(전남),06,5922406,오산(강진)
06,5923401,강진(전남),06,5925003,옥전
06,5923401,강진(전남),06,5925002,옥전입구
06,5923401,강진(전남),06,5950903,옥천(전남)
06,5923401,강진(전남),06,5920801,옴천
06,5923401,강진(전남),06,5911401,완도
06,5923401,강진(전남),06,5930002,용문(장흥)
06,5923401,강진(전남),06,5934201,용산(장흥)
06,5923401,강진(전남),06,5926106,운산
06,5923401,강진(전남),06,5910101,원동
06,5923401,강진(전남),06,5902003,월곡(해남)
06,5923401,강진(전남),06,5925801,월궁
06,5923401,강진(전남),06,5902006,월산
06,5923401,강진(전남),06,5912803,월장
06,5923401,강진(전남),06,5951402,월하
06,5923401,강진(전남),06,5947101,율포(전남)
06,5923401,강진(전남),06,5921606,이마
06,5923401,강진(전남),01,2224201,인천
06,5923401,강진(전남),06,5921201,작천
06,5923401,강진(전남),06,5921607,작천부흥
06,5923401,강진(전남),06,5925307,작천용정
06,5923401,강진(전남),06,5921205,작천학동
06,5923401,강진(전남),06,5926201,장계리
06,5923401,강진(전남),06,5715415,장동
06,5923401,강진(전남),06,5843101,장작골
06,5923401,강진(전남),06,5925702,장항(전남)
06,5923401,강진(전남),06,5932401,장흥
06,5923401,강진(전남),06,5921903,장흥군계
06,5923401,강진(전남),06,5933101,장흥시장통
06,5923401,강진(전남),06,5905101,정수사
06,5923401,강진(전남),06,5944001,조성
06,5923401,강진(전남),06,5904901,좌일
06,5923401,강진(전남),06,5920701,좌척
06,5923401,강진(전남),06,5001601,죽산
06,5923401,강진(전남),06,5913501,죽선
06,5923401,강진(전남),06,5920102,죽전(강진)
06,5923401,강진(전남),06,5921705,죽현
06,5923401,강진(전남),06,5921701,중당
06,5923401,강진(전남),06,5925701,중산(전남)
06,5923401,강진(전남),06,5846101,중촌(전남)
06,5923401,강진(전남),06,5924603,지석
06,5923401,강진(전남),06,5924607,지석리목장
06,5923401,강진(전남),06,5924604,지석리영동
06,5923401,강진(전남),06,5844003,지소(전남)
06,5923401,강진(전남),06,5816403,진등
06,5923401,강진(전남),01,6173701,진월동
06,5923401,강진(전남),06,5905402,차경
06,5923401,강진(전남),06,5920302,처인
06,5923401,강진(전남),06,5921101,척동
06,5923401,강진(전남),06,5913404,천동(완도)
06,5923401,강진(전남),06,5844004,천애
06,5923401,강진(전남),06,5926406,청룡
06,5923401,강진(전남),06,5816201,청풍
06,5923401,강진(전남),06,5912804,청학 
06,5923401,강진(전남),06,5844302,초안
06,5923401,강진(전남),06,5926101,칠량
06,5923401,강진(전남),06,5921605,토동
06,5923401,강진(전남),06,5921206,퇴동
06,5923401,강진(전남),06,5925101,표장
06,5923401,강진(전남),06,5920002,풀치
06,5923401,강진(전남),06,5921902,풍동(전남)
06,5923401,강진(전남),06,5921604,하남
06,5923401,강진(전남),06,5921703,하당
06,5923401,강진(전남),06,5920005,하월
06,5923401,강진(전남),06,5926304,하저
06,5923401,강진(전남),06,5843902,학산
06,5923401,강진(전남),06,5925901,한림(전남)
06,5923401,강진(전남),06,5906304,해남산정
06,5923401,강진(전남),06,5905502,해남월
06,5923401,강진(전남),06,5931501,해동
06,5923401,강진(전남),06,5924802,해창.신평
06,5923401,강진(전남),06,5924503,향일
06,5923401,강진(전남),06,5913402,화가
06,5923401,강진(전남),06,5921803,화방.달영
06,5923401,강진(전남),06,5913203,화성(고금)
06,5923401,강진(전남),06,5920802,황곡
06,5923401,강진(전남),06,5924605,회룡(전남)
04,5282202,개양(진주),01,2238201,인천공항1터미널
04,5282202,개양(진주),01,2238202,인천공항2터미널
04,5325101,거제(고현),04,5282202,개양(진주)
04,5325101,거제(고현),05,3815701,경주시외
04,5325101,거제(고현),04,5293101,고성(경남)
04,5325101,거제(고현),01,6193701,광주(유·스퀘어)
04,5325101,거제(고현),05,3923301,구미
04,5325101,거제(고현),05,3937501,구미복지
04,5325101,거제(고현),04,5093801,김해
04,5325101,거제(고현),01,4671801,김해공항
04,5325101,거제(고현),04,5102104,김해외고(율하)
04,5325101,거제(고현),01,3455101,대전복합
04,5325101,거제(고현),01,4124601,동대구
04,5325101,거제(고현),01,0511601,동서울
04,5325101,거제(고현),04,5175001,마산남부
04,5325101,거제(고현),04,5291501,배둔
04,5325101,거제(고현),01,4773401,부산동래
04,5325101,거제(고현),01,4620401,부산동부
04,5325101,거제(고현),01,4696901,부산서부(사상)
04,5325101,거제(고현),04,5295301,부포
04,5325101,거제(고현),04,5251801,사천
04,5325101,거제(고현),04,5251601,사천공항
04,5325101,거제(고현),05,5215806,상리
04,5325101,거제(고현),01,0671801,서울남부
04,5325101,거제(고현),01,3015401,세종
04,5325101,거제(고현),01,3010701,세종청사
04,5325101,거제(고현),03,1658501,수원터미널
04,5325101,거제(고현),04,5087401,신안마을
04,5325101,거제(고현),01,4942901,신평역
04,5325101,거제(고현),03,1529901,안산터미널
04,5325101,거제(고현),03,1813701,오산
04,5325101,거제(고현),04,5322401,옥포
04,5325101,거제(고현),04,5160301,용원(녹산,명지)
04,5325101,거제(고현),01,4472001,울산
04,5325101,거제(고현),04,5161001,웅동
04,5325101,거제(고현),08,3272101,인삼랜드(상)
04,5325101,거제(고현),01,2224201,인천
04,5325101,거제(고현),01,2238201,인천공항1터미널
04,5325101,거제(고현),01,2238202,인천공항2터미널
04,5325101,거제(고현),04,5331601,장승포
04,5325101,거제(고현),04,5179401,진동
04,5325101,거제(고현),04,5275901,진주
04,5325101,거제(고현),04,5275910,진주
04,5325101,거제(고현),04,5170301,진해
04,5325101,거제(고현),04,5139301,창원
04,5325101,거제(고현),04,5153601,창원남산
04,5325101,거제(고현),09,2839701,청주
04,5325101,거제(고현),09,2736001,충주
04,5325101,거제(고현),04,5302001,통영
04,5325101,거제(고현),03,1791901,평택
04,5325101,거제(고현),05,3776001,포항
02,2472501,거진,02,2473401,간성
02,2472501,거진,02,2551901,강릉시외터미널
02,2472501,거진,02,2465801,군단앞
02,2472501,거진,02,2500701,낙산
02,2472501,거진,02,2460601,남교
02,2472501,거진,01,4124601,동대구
02,2472501,거진,01,0511601,동서울
02,2472501,거진,02,2573501,동해
02,2472501,거진,02,2516001,두촌
02,2472501,거진,02,2500001,물치
02,2472501,거진,02,2460501,백담사
02,2472501,거진,01,4620401,부산동부
02,2472501,거진,02,2592901,삼척
02,2472501,거진,02,2515701,성산
02,2472501,거진,02,2482701,속초
02,2472501,거진,02,2504401,손양
02,2472501,거진,02,2464801,신남
02,2472501,거진,02,2544001,아산병원(강릉)
02,2472501,거진,02,2452401,양구
02,2472501,거진,02,2455401,양구정중앙
02,2472501,거진,02,2503101,양양
02,2472501,거진,05,3632601,울진
02,2472501,거진,02,2638201,원주
02,2472501,거진,02,2461201,원통
02,2472501,거진,01,3417501,유성시외
02,2472501,거진,02,2505301,인구
02,2472501,거진,02,2463501,인제
02,2472501,거진,02,2474101,장신
02,2472501,거진,07,5493301,전주시외터미널
02,2472501,거진,02,2541901,주문진
02,2472501,거진,02,2474201,진부령
02,2472501,거진,02,2476801,창바위
02,2472501,거진,02,2516401,철정
02,2472501,거진,02,2443501,춘천
02,2472501,거진,05,3776001,포항
02,2472501,거진,02,2504701,하조대
02,2472501,거진,02,2523401,횡성
04,5282201,거창,01,0569901,가락시장
04,5282201,거창,04,5020101,가야
04,5282201,거창,04,5012001,가조
04,5282201,거창,03,1242001,가평
04,5282201,거창,02,2473401,간성
04,5282201,거창,08,3220201,갈산
04,5282201,거창,02,2551901,강릉시외터미널
04,5282201,거창,04,5282202,개양(진주)
04,5282201,거창,04,5325101,거제(고현)
04,5282201,거창,04,5282201,거창
04,5282201,거창,05,3722401,경북대(상주)
04,5282201,거창,05,3861901,경산
04,5282201,거창,05,3814701,경주(역포)
04,5282201,거창,05,3815701,경주시외
04,5282201,거창,06,5913001,고금
04,5282201,거창,05,4013501,고령
04,5282201,거창,08,3202701,고북
04,5282201,거창,04,5293101,고성(경남)
04,5282201,거창,03,1045001,고양(백석)
04,5282201,거창,03,1050001,고양(화정)
04,5282201,거창,07,5643301,고창
04,5282201,거창,02,2615501,고한사북공영
04,5282201,거창,06,5954001,고흥
04,5282201,거창,06,5754201,곡성
04,5282201,거창,04,5250401,곤양
04,5282201,거창,03,1756101,공도
04,5282201,거창,08,3258501,공주
04,5282201,거창,08,3253801,공주(산성)
04,5282201,거창,06,5935101,관산
04,5282201,거창,03,1434701,광명
04,5282201,거창,06,5775801,광양
04,5282201,거창,03,1275701,광주(경기)
04,5282201,거창,01,6193701,광주(유·스퀘어)
04,5282201,거창,08,3229501,광천(충남)
04,5282201,거창,09,2780501,광혜원
04,5282201,거창,09,2803301,괴산
04,5282201,거창,06,5765401,구례
04,5282201,거창,03,1194401,구리
04,5282201,거창,05,3923301,구미
04,5282201,거창,05,3937501,구미복지
04,5282201,거창,07,5403701,군산
04,5282201,거창,05,3901801,군위
04,5282201,거창,03,1588001,군포
04,5282201,거창,08,3273501,금산
04,5282201,거창,03,1093001,금촌
04,5282201,거창,05,3634801,기성
04,5282201,거창,08,3173301,기지시
04,5282201,거창,07,5437901,김제
04,5282201,거창,05,3958601,김천
04,5282201,거창,05,3966001,김천KTX
04,5282201,거창,04,5093801,김해
04,5282201,거창,01,4671801,김해공항
04,5282201,거창,05,3609901,꽃동산
04,5282201,거창,06,5956901,나로도
04,5282201,거창,06,5825501,나주
04,5282201,거창,06,5821701,나주혁신도시
04,5282201,거창,01,4206601,남대구
04,5282201,거창,08,3215301,남면(태안)
04,5282201,거창,06,5856701,남악
04,5282201,거창,07,5576001,남원
04,5282201,거창,07,5576002,남원북부
04,5282201,거창,04,5035701,남지
04,5282201,거창,06,5905501,남창
04,5282201,거창,09,2863501,남청주
04,5282201,거창,04,5241401,남해
04,5282201,거창,08,3241601,내포
04,5282201,거창,06,5890001,녹진
04,5282201,거창,08,3295401,논산
04,5282201,거창,06,5815301,능주
04,5282201,거창,06,5820301,다시
04,5282201,거창,09,2701101,단양
04,5282201,거창,09,2701301,단양상진
04,5282201,거창,07,5580501,달궁
04,5282201,거창,06,5734401,담양
04,5282201,거창,06,5913601,당목
04,5282201,거창,08,3177101,당진
04,5282201,거창,01,4105201,대구공항
04,5282201,거창,01,4171101,대구북부
04,5282201,거창,01,4248201,대구서부
04,5282201,거창,09,2766801,대소
04,5282201,거창,07,5406001,대야
04,5282201,거창,01,3455101,대전복합
04,5282201,거창,01,3498701,대전서남부
04,5282201,거창,01,3520501,대전청사(선사유적)
04,5282201,거창,08,3348901,대천욕장
04,5282201,거창,02,2535801,대화
04,5282201,거창,06,5964901,덕양
04,5282201,거창,07,5490001,덕진동
04,5282201,거창,01,3533501,도마동
04,5282201,거창,06,5843901,독천
04,5282201,거창,06,5778701,동광양(중마)
04,5282201,거창,01,4124601,동대구
04,5282201,거창,03,1136601,동두천
04,5282201,거창,01,0511601,동서울
04,5282201,거창,02,2401401,동송
04,5282201,거창,02,2573501,동해
04,5282201,거창,06,5906502,땅끝
04,5282201,거창,06,5926901,마량
04,5282201,거창,04,5135601,마산
04,5282201,거창,04,5175001,마산남부
04,5282201,거창,08,3271401,마전(충남)
04,5282201,거창,08,3212301,만리포
04,5282201,거창,06,5864201,목포
04,5282201,거창,09,2763601,무극
04,5282201,거창,06,5852401,무안(전남)
04,5282201,거창,06,5853301,무안공항
04,5282201,거창,07,5551501,무주
04,5282201,거창,05,3691701,문경
04,5282201,거창,02,2636801,문막
04,5282201,거창,03,1082301,문산공용(경기)
04,5282201,거창,06,5711701,문장
04,5282201,거창,01,6119901,문화동
04,5282201,거창,04,5042301,밀양
04,5282201,거창,04,5291501,배둔
04,5282201,거창,06,5930701,배산
04,5282201,거창,02,2460501,백담사
04,5282201,거창,03,1717801,백암
04,5282201,거창,06,5942301,벌교
04,5282201,거창,08,3345801,보령(대천)
04,5282201,거창,06,5945801,보성
04,5282201,거창,04,5036501,부곡
04,5282201,거창,05,3630501,부구
04,5282201,거창,01,4773401,부산동래
04,5282201,거창,01,4620401,부산동부
04,5282201,거창,01,4696901,부산서부(사상)
04,5282201,거창,01,4809501,부산해운대
04,5282201,거창,01,4808801,부산해운대(수도권)
04,5282201,거창,07,5630801,부안
04,5282201,거창,08,3315201,부여
04,5282201,거창,03,1454501,부천
04,5282201,거창,04,5251801,사천
04,5282201,거창,06,5906301,산정
04,5282201,거창,04,5221801,산청
04,5282201,거창,04,5022201,삼가
04,5282201,거창,07,5534201,삼례
04,5282201,거창,03,1251804,삼성
04,5282201,거창,02,2592901,삼척
04,5282201,거창,04,5255901,삼천포
04,5282201,거창,06,5843401,삼호
04,5282201,거창,01,0215101,상봉
04,5282201,거창,08,3198101,서산
04,5282201,거창,03,1640501,서수원
04,5282201,거창,01,0671801,서울남부
04,5282201,거창,08,3364501,서천
04,5282201,거창,06,5762401,섬진강(상행)
04,5282201,거창,06,5771201,섬진강(하행)
04,5282201,거창,03,1349701,성남
04,5282201,거창,06,5920601,성전
04,5282201,거창,01,3015401,세종
04,5282201,거창,01,3010701,세종청사
